file_name,label
/data/data/AntiSpoofing-Datasets/In_Wild/0.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/1.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/2.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/3.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/4.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/5.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/6.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/7.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/8.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/9.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/10.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/11.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/12.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/13.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/14.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/15.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/16.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/17.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/18.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/19.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/20.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/21.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/22.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/23.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/24.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/25.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/26.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/27.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/28.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/29.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/30.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/31.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/32.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/33.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/34.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/35.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/36.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/37.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/38.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/39.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/40.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/41.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/42.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/43.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/44.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/45.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/46.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/47.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/48.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/49.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/50.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/51.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/52.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/53.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/54.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/55.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/56.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/57.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/58.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/59.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/60.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/61.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/62.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/63.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/64.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/65.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/66.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/67.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/68.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/69.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/70.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/71.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/72.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/73.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/74.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/75.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/76.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/77.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/78.wav,bonafide
/data/data/AntiSpoofing-Datasets/In_Wild/79.wav,spoof
/data/data/AntiSpoofing-Datasets/In_Wild/80.wav,bonafide
