file_name,label
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_164_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p228_119_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_126_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_298_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p228_256_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_058_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_229_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p228_136_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_265_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_026_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_292_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p228_262_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_210_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_030_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_192_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p228_065_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p228_223_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_097_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_196_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p228_092_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_220_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_060_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p228_110_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_050_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p228_015_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p227_004_GradTTS.wav,spoof
/gpfs/mariana/smbgroup/langtechlab/data/DFADD/test_converted2/wav/p228_040_GradTTS.wav,spoof
