file_name,label
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio49.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio35.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio29.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio40.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio9.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio42.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio66.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio36.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio17.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio41.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio70.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio64.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio1.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio8.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio50.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio45.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio2.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio7.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio67.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio44.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio16.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio18.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio27.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio28.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/PromptTTS2/audio38.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/68.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/81.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/38.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/36.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/10.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/42.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/0.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/17.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/112.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/30.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/88.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/89.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/91.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/54.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/90.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/46.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/49.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/80.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/87.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/77.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/86.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/47.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/101.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/103.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/98.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/25.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/69.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/109.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/44.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/111.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/100.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/28.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/52.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/64.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/78.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/57.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/48.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/6.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/94.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/43.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/83.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/117.wav,spoof
/data/data/AntiSpoofing-Datasets/SONAR/SONAR_dataset/FlashSpeech/7.wav,spoof
